title,posterURL,planArea,planAddr,planLat,planLon,planCounty
동주,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/0c8e3949.jpg,목포 국립목포해양대학교,전남 목포시 죽교동 562-84,34.79120153921345,126.36295973474314,목포시
그날의 분위기,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/3dd2250f.jpg,돌산도 향일암,전남 여수시 돌산읍 율림리 산 7-2,34.59158232458308,127.80382155501272,여수시
대호,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/3/JNFC_5_14.jpg,완도수목원,전남 완도군 군외면 대문리 산 109-1,34.3587653468514,126.666794114806,완도군
돼지 같은 여자,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/20/JNFC_30.jpg,여수 화양면 안포리,전남 여수시 화양면 안포리,34.6282508597494,127.642836772489,여수시
"협녀, 칼의 기억",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/46419b38.jpg,청해포구촬영장,전남 완도군 완도읍 대신리 1089-3,34.3233683874297,126.6699297213141,완도군
순수의 시대,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/1/JNFC_7_18.jpg,소쇄원,전남 담양군 가사문학면 지곡리 123,35.18414216778639,127.01226351442529,담양군
조선명탐정2,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/2/JNFC_6_13.jpg,고흥 도화면 구암리,전남 고흥군 도화면 구암리 산 503-1,34.44939144963976,127.34011733185837,고흥군
호구의 사랑,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/3cd9d5c5.jpg,돌산대교,전남 여수시 남산동 56-5,34.7307428628672,127.73469747694,여수시
강남1970,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/4/JNFC_4_9.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
허삼관,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/5/JNFC_3_12.jpg,선암사,경남 진주시 수곡면 자매리 493-1,35.2483599737454,127.927755000712,
기술자들,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/6/JNFC_2_14.jpg,광양컨테이너부두,전남 광양시 중동,34.9394257605713,127.689109548675,광양시
봄,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/61/JNFC_57_17.jpg,보성 강골 마을,전남 보성군 득량면 오봉리 402-3,34.7626123663559,127.185780432864,보성군
우리는 형제입니다,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/62/JNFC_56_21.jpg,국동항,전남 여수시 국동,34.7253086314072,127.721832073698,여수시
아이언맨,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/44de89e2.jpg,광양 이순신 대교,전남 광양시 금호동 920,34.90973666593992,127.70493085380974,광양시
삼총사,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/c7cb2079.jpg,나주 영상테마파크,전남 나주시 공산면 백사리 232-5,34.9776745538223,126.601861555493,나주시
해적,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/63/JNFC_55_9.jpg,천관산도립공원,전남 장흥군 관산읍 옥당리 산 97-1,34.5460665443495,126.926213736683,장흥군
명량,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/64/JNFC_54_21.jpg,청해포구촬영장,전남 완도군 완도읍 대신리 1089-3,34.3233683874297,126.6699297213141,완도군
도희야,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/65/JNFC_53_24.jpg,여수 금오도,전남 여수시 남면 두모리,34.5226932830418,127.750413585796,여수시
인간중독,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/66/JNFC_52_14.jpg,송백정배롱나무군락지,전남 장흥군 장흥읍 평화리 94-2,34.6644237669164,126.917346086769,장흥군
역린,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/67/JNFC_51_9.jpg,담양 메타쉐콰이어길,전남 담양군 담양읍 금월리 36-2,35.33409191544845,127.0177791322334,담양군
피끓는 청춘,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/68/JNFC_50_13.jpg,섬진강기차마을,전남 곡성군 오곡면 오지리 770-5,35.2795563224554,127.30786766033,곡성군
감격시대 : 투신의 탄생,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/4a071c19.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
정도전,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/45864232.jpg,청해포구촬영장,전남 완도군 완도읍 대신리 1089-3,34.3233683874297,126.6699297213141,완도군
그녀의 13월,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/9603b7b8.jpg,무안 버스터미널,전남 무안군 무안읍 성동리 873-11,34.98811733665694,126.47822058585412,무안군
용의자,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/69/JNFC_49_18.jpg,광양항,전남 광양시 황길동 1379,34.90216458829797,127.66107680061164,광양시
집으로 가는 길,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/70/JNFC_48_20.jpg,목포근대역사관 1관,전남 목포시 대의동2가 1-5,34.787532306488664,126.38208646508214,목포시
빠스껫 볼,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/e8f24075.jpg,목포근대역사관 1관,전남 목포시 대의동2가 1-5,34.787532306488664,126.38208646508214,목포시
맏이,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/40ad306f.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
칼과 꽃,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/e7ca7ba9.jpg,청해포구촬영장,전남 완도군 완도읍 대신리 1089-3,34.3233683874297,126.6699297213141,완도군
구가의 서,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/786e6187.jpg,고흥 금탑사,전남 고흥군 포두면 봉림리 700,34.5427426817974,127.287703160236,고흥군
구암 허준,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/48140cd2.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
파파로티,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/ef012ac7.jpg,신한에어 영암비행장,전남 영암군 미암면 신포리 838,34.696607214104,126.519131495802,영암군
남쪽으로 튀어,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/0c421bb7.jpg,완도 대모도,전남 완도군 청산면 모도리,34.1943672822622,126.761320813614,완도군
내가 살인범이다,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/72/JNFC_46_19.jpg,여수MBC,전남 여수시 문수동 101-1,34.75755145986286,127.70586296292484,여수시
늑대소년,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/71/JNFC_47_18.jpg,정남진 편백숲 우드랜드,전남 장흥군 장흥읍 우산리 산 20-1,34.668118858958,126.933782282922,장흥군
"광해, 왕이 된 남자",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/73/JNFC_45_9.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
대왕의 꿈,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/a7109549.jpg,화순적벽,전남 화순군 이서면 장학리 산 17,35.1133764883931,127.123213486886,화순군
